,date,state,cases_import,cases_new,cases_recovered,cases_new_mva_7_days,cases_new_mva_14_days,total_clusters_announced,clusters_announced_mva_7_days,clusters_announced_mva_14_days,icu_covid,icu_covid_mva_7_days,icu_covid_mva_14_days,cases_new_mva_7_days_offset_14_days,cases_new_mva_14_days_offset_14_days,clusters_announced_mva_7_days_offset_14_days,clusters_announced_mva_14_days_offset_14_days,icu_covid_mva_7_days_offset_14_days,icu_covid_mva_14_days_offset_14_days,YearMonth
0,2020-04-21,Johor,0,1,2,9.0,12.0,0.0,0.0,0.0,7.0,7.0,7.0,20.0,22.0,0.0,0.0,9.0,7.0,2020-04
1,2020-04-21,Kedah,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,4.0,2020-04
2,2020-04-21,Kelantan,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,0.0,0.0,4.0,4.0,2020-04
3,2020-04-21,Melaka,0,1,10,6.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,5.0,0.0,0.0,1.0,1.0,2020-04
4,2020-04-21,Negeri Sembilan,0,1,0,7.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,10.0,0.0,0.0,4.0,4.0,2020-04
5,2020-04-21,Pahang,0,8,6,7.0,8.0,0.0,0.0,0.0,3.0,3.0,3.0,9.0,8.0,0.0,0.0,3.0,3.0,2020-04
6,2020-04-21,Perak,0,0,1,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,10.0,0.0,0.0,6.0,8.0,2020-04
7,2020-04-21,Perlis,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2020-04
8,2020-04-21,Pulau Pinang,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2020-04
9,2020-04-21,Sabah,0,0,1,4.0,5.0,0.0,0.0,0.0,2.0,1.0,2.0,6.0,5.0,0.0,0.0,3.0,3.0,2020-04
10,2020-04-21,Sarawak,0,22,3,9.0,10.0,0.0,0.0,0.0,6.0,7.0,8.0,20.0,14.0,0.0,0.0,12.0,11.0,2020-04
11,2020-04-21,Selangor,11,11,12,15.0,28.0,1.0,1.0,0.0,15.0,18.0,23.0,42.0,44.0,0.0,0.0,31.0,28.0,2020-04
12,2020-04-21,Terengganu,0,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,2020-04
13,2020-04-21,W.P. Kuala Lumpur,7,13,16,24.0,26.0,0.0,0.0,0.0,8.0,7.0,7.0,36.0,29.0,0.0,0.0,10.0,10.0,2020-04
14,2020-04-21,W.P. Labuan,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04
15,2020-04-22,Johor,2,3,0,8.0,12.0,1.0,0.0,0.0,6.0,7.0,7.0,19.0,23.0,0.0,0.0,9.0,7.0,2020-04
16,2020-04-22,Kedah,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,2020-04
17,2020-04-22,Kelantan,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,3.0,4.0,2020-04
18,2020-04-22,Melaka,0,1,2,6.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,5.0,0.0,0.0,2.0,1.0,2020-04
19,2020-04-22,Negeri Sembilan,0,2,32,7.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,0.0,0.0,4.0,4.0,2020-04
20,2020-04-22,Pahang,0,6,3,6.0,8.0,0.0,0.0,0.0,3.0,3.0,3.0,9.0,8.0,0.0,0.0,3.0,3.0,2020-04
21,2020-04-22,Perak,0,0,0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,6.0,10.0,0.0,0.0,5.0,7.0,2020-04
22,2020-04-22,Perlis,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2020-04
23,2020-04-22,Pulau Pinang,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2020-04
24,2020-04-22,Sabah,0,0,12,3.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,5.0,0.0,0.0,2.0,3.0,2020-04
25,2020-04-22,Sarawak,0,19,4,10.0,11.0,0.0,0.0,0.0,5.0,7.0,8.0,19.0,15.0,0.0,0.0,12.0,12.0,2020-04
26,2020-04-22,Selangor,0,1,20,9.0,25.0,1.0,1.0,0.0,15.0,17.0,21.0,44.0,45.0,0.0,0.0,31.0,29.0,2020-04
27,2020-04-22,Terengganu,0,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,2020-04
28,2020-04-22,W.P. Kuala Lumpur,1,16,25,16.0,24.0,0.0,0.0,0.0,8.0,7.0,7.0,35.0,30.0,0.0,0.0,10.0,10.0,2020-04
29,2020-04-22,W.P. Labuan,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020-04
30,2020-04-23,Johor,1,3,0,7.0,11.0,0.0,1.0,0.0,5.0,7.0,7.0,18.0,22.0,0.0,0.0,9.0,8.0,2020-04
31,2020-04-23,Kedah,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,2020-04
32,2020-04-23,Kelantan,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,3.0,4.0,2020-04
33,2020-04-23,Melaka,0,0,11,6.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,6.0,0.0,0.0,2.0,1.0,2020-04
34,2020-04-23,Negeri Sembilan,17,20,2,7.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,10.0,0.0,0.0,4.0,4.0,2020-04
35,2020-04-23,Pahang,0,1,0,5.0,8.0,0.0,0.0,0.0,2.0,3.0,3.0,8.0,8.0,0.0,0.0,3.0,3.0,2020-04
36,2020-04-23,Perak,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,8.0,0.0,0.0,4.0,7.0,2020-04
37,2020-04-23,Perlis,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2020-04
38,2020-04-23,Pulau Pinang,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2020-04
39,2020-04-23,Sabah,0,1,2,3.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,6.0,6.0,0.0,0.0,2.0,3.0,2020-04
40,2020-04-23,Sarawak,1,4,28,12.0,11.0,0.0,0.0,0.0,6.0,7.0,8.0,17.0,16.0,0.0,0.0,11.0,12.0,2020-04
41,2020-04-23,Selangor,1,12,13,7.0,21.0,0.0,1.0,0.0,15.0,17.0,20.0,50.0,46.0,0.0,0.0,31.0,30.0,2020-04
42,2020-04-23,Terengganu,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,2020-04
43,2020-04-23,W.P. Kuala Lumpur,0,29,30,15.0,25.0,0.0,0.0,0.0,8.0,7.0,7.0,34.0,30.0,0.0,0.0,10.0,10.0,2020-04
44,2020-04-23,W.P. Labuan,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020-04
45,2020-04-24,Johor,3,4,0,5.0,10.0,0.0,0.0,0.0,5.0,6.0,7.0,16.0,19.0,0.0,0.0,8.0,8.0,2020-04
46,2020-04-24,Kedah,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,5.0,5.0,2020-04
47,2020-04-24,Kelantan,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,3.0,4.0,2020-04
48,2020-04-24,Melaka,2,3,1,6.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,6.0,0.0,0.0,2.0,1.0,2020-04
49,2020-04-24,Negeri Sembilan,1,2,12,6.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,11.0,0.0,0.0,4.0,4.0,2020-04
50,2020-04-24,Pahang,0,1,6,4.0,7.0,0.0,0.0,0.0,2.0,3.0,3.0,10.0,9.0,0.0,0.0,3.0,3.0,2020-04
51,2020-04-24,Perak,0,0,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,6.0,0.0,0.0,4.0,6.0,2020-04
52,2020-04-24,Perlis,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2020-04
53,2020-04-24,Pulau Pinang,0,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2020-04
54,2020-04-24,Sabah,0,2,3,3.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,5.0,0.0,0.0,2.0,3.0,2020-04
55,2020-04-24,Sarawak,6,9,44,10.0,10.0,0.0,0.0,0.0,6.0,7.0,7.0,14.0,16.0,0.0,0.0,11.0,12.0,2020-04
56,2020-04-24,Selangor,3,18,19,7.0,19.0,0.0,1.0,0.0,14.0,16.0,20.0,45.0,43.0,0.0,0.0,31.0,30.0,2020-04
57,2020-04-24,Terengganu,0,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,2020-04
58,2020-04-24,W.P. Kuala Lumpur,0,49,18,15.0,26.0,0.0,0.0,0.0,8.0,7.0,7.0,30.0,27.0,0.0,0.0,9.0,10.0,2020-04
59,2020-04-24,W.P. Labuan,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020-04
60,2020-04-25,Johor,0,0,0,5.0,9.0,0.0,0.0,0.0,5.0,6.0,7.0,15.0,19.0,0.0,0.0,8.0,8.0,2020-04
61,2020-04-25,Kedah,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,5.0,2020-04
62,2020-04-25,Kelantan,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,2.0,4.0,2020-04
63,2020-04-25,Melaka,0,0,17,6.0,4.0,0.0,0.0,0.0,2.0,1.0,2.0,9.0,7.0,0.0,0.0,2.0,2.0,2020-04
64,2020-04-25,Negeri Sembilan,0,0,1,4.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,11.0,0.0,0.0,4.0,4.0,2020-04
65,2020-04-25,Pahang,0,1,6,4.0,7.0,0.0,0.0,0.0,2.0,3.0,3.0,9.0,8.0,0.0,0.0,3.0,3.0,2020-04
66,2020-04-25,Perak,0,0,4,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,6.0,0.0,0.0,4.0,6.0,2020-04
67,2020-04-25,Perlis,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2020-04
68,2020-04-25,Pulau Pinang,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2020-04
69,2020-04-25,Sabah,0,0,0,3.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,5.0,0.0,0.0,3.0,3.0,2020-04
70,2020-04-25,Sarawak,2,10,0,10.0,10.0,0.0,0.0,0.0,7.0,6.0,7.0,13.0,16.0,0.0,0.0,10.0,12.0,2020-04
71,2020-04-25,Selangor,0,1,13,8.0,18.0,0.0,0.0,0.0,12.0,16.0,18.0,41.0,43.0,0.0,0.0,31.0,30.0,2020-04
72,2020-04-25,Terengganu,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,2020-04
73,2020-04-25,W.P. Kuala Lumpur,2,39,51,20.0,28.0,0.0,0.0,0.0,7.0,8.0,7.0,24.0,27.0,0.0,0.0,8.0,10.0,2020-04
74,2020-04-25,W.P. Labuan,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020-04
75,2020-04-26,Johor,3,4,1,2.0,8.0,0.0,0.0,0.0,5.0,6.0,7.0,17.0,18.0,0.0,0.0,8.0,8.0,2020-04
76,2020-04-26,Kedah,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,5.0,2020-04
77,2020-04-26,Kelantan,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,3.0,2020-04
78,2020-04-26,Melaka,0,1,8,6.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,7.0,0.0,0.0,3.0,2.0,2020-04
79,2020-04-26,Negeri Sembilan,0,1,6,4.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,11.0,0.0,0.0,3.0,4.0,2020-04
80,2020-04-26,Pahang,0,0,4,3.0,5.0,0.0,0.0,0.0,2.0,3.0,3.0,9.0,9.0,0.0,0.0,3.0,3.0,2020-04
81,2020-04-26,Perak,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,6.0,0.0,0.0,4.0,5.0,2020-04
82,2020-04-26,Perlis,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2020-04
83,2020-04-26,Pulau Pinang,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2020-04
84,2020-04-26,Sabah,0,0,4,1.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,4.0,0.0,0.0,3.0,3.0,2020-04
85,2020-04-26,Sarawak,0,7,30,11.0,10.0,0.0,0.0,0.0,7.0,6.0,7.0,13.0,15.0,0.0,0.0,10.0,11.0,2020-04
86,2020-04-26,Selangor,1,6,25,8.0,15.0,0.0,0.0,0.0,12.0,15.0,18.0,41.0,43.0,0.0,0.0,29.0,30.0,2020-04
87,2020-04-26,Terengganu,0,0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2020-04
88,2020-04-26,W.P. Kuala Lumpur,0,16,8,23.0,28.0,0.0,0.0,0.0,7.0,8.0,7.0,24.0,30.0,0.0,0.0,8.0,9.0,2020-04
89,2020-04-26,W.P. Labuan,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-04
90,2020-04-27,Johor,0,0,1,2.0,7.0,0.0,0.0,0.0,5.0,6.0,6.0,17.0,18.0,0.0,0.0,8.0,8.0,2020-04
91,2020-04-27,Kedah,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,5.0,2020-04
92,2020-04-27,Kelantan,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2020-04
93,2020-04-27,Melaka,0,0,0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,7.0,0.0,0.0,3.0,2.0,2020-04
94,2020-04-27,Negeri Sembilan,0,1,25,4.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,11.0,0.0,0.0,3.0,4.0,2020-04
95,2020-04-27,Pahang,0,0,17,3.0,4.0,0.0,0.0,0.0,3.0,2.0,3.0,10.0,9.0,0.0,0.0,3.0,3.0,2020-04
96,2020-04-27,Perak,1,1,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,5.0,0.0,0.0,3.0,5.0,2020-04
97,2020-04-27,Perlis,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2020-04
98,2020-04-27,Pulau Pinang,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2020-04
99,2020-04-27,Sabah,0,1,7,1.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,5.0,0.0,0.0,2.0,3.0,2020-04
100,2020-04-27,Sarawak,0,3,16,11.0,10.0,0.0,0.0,0.0,7.0,6.0,7.0,12.0,15.0,0.0,0.0,10.0,11.0,2020-04
101,2020-04-27,Selangor,0,4,7,7.0,12.0,0.0,0.0,0.0,13.0,14.0,17.0,42.0,44.0,0.0,0.0,28.0,29.0,2020-04
102,2020-04-27,Terengganu,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2020-04
103,2020-04-27,W.P. Kuala Lumpur,4,30,17,24.0,26.0,0.0,0.0,0.0,7.0,8.0,7.0,26.0,31.0,0.0,0.0,8.0,9.0,2020-04
104,2020-04-27,W.P. Labuan,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-04
105,2020-04-28,Johor,1,1,1,2.0,6.0,0.0,0.0,0.0,5.0,5.0,6.0,16.0,18.0,0.0,0.0,8.0,8.0,2020-04
106,2020-04-28,Kedah,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,2020-04
107,2020-04-28,Kelantan,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,2020-04
108,2020-04-28,Melaka,0,0,2,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,3.0,2.0,2020-04
109,2020-04-28,Negeri Sembilan,0,1,1,4.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,17.0,13.0,0.0,0.0,2.0,3.0,2020-04
110,2020-04-28,Pahang,0,0,0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,3.0,9.0,9.0,0.0,0.0,3.0,3.0,2020-04
111,2020-04-28,Perak,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,3.0,4.0,2020-04
112,2020-04-28,Perlis,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2020-04
113,2020-04-28,Pulau Pinang,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2020-04
114,2020-04-28,Sabah,0,1,0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,6.0,0.0,0.0,2.0,2.0,2020-04
115,2020-04-28,Sarawak,1,8,12,11.0,10.0,0.0,0.0,0.0,6.0,6.0,7.0,11.0,15.0,0.0,0.0,9.0,11.0,2020-04
116,2020-04-28,Selangor,2,5,17,8.0,11.0,2.0,0.0,0.0,13.0,14.0,16.0,40.0,41.0,0.0,0.0,27.0,29.0,2020-04
117,2020-04-28,Terengganu,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2020-04
118,2020-04-28,W.P. Kuala Lumpur,5,14,32,27.0,26.0,0.0,0.0,0.0,6.0,8.0,7.0,27.0,32.0,0.0,0.0,7.0,9.0,2020-04
119,2020-04-28,W.P. Labuan,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04
120,2020-04-29,Johor,0,0,1,2.0,5.0,0.0,0.0,0.0,5.0,5.0,6.0,15.0,17.0,0.0,0.0,8.0,8.0,2020-04
121,2020-04-29,Kedah,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,2020-04
122,2020-04-29,Kelantan,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2020-04
123,2020-04-29,Melaka,0,0,0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,3.0,2.0,2020-04
124,2020-04-29,Negeri Sembilan,72,72,12,4.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,13.0,0.0,0.0,2.0,3.0,2020-04
125,2020-04-29,Pahang,0,5,0,1.0,4.0,0.0,0.0,0.0,3.0,2.0,3.0,10.0,10.0,0.0,0.0,4.0,3.0,2020-04
126,2020-04-29,Perak,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,2.0,4.0,2020-04
127,2020-04-29,Perlis,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2020-04
128,2020-04-29,Pulau Pinang,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2020-04
129,2020-04-29,Sabah,0,2,4,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,6.0,0.0,0.0,2.0,2.0,2020-04
130,2020-04-29,Sarawak,0,6,0,9.0,10.0,0.0,0.0,0.0,6.0,6.0,7.0,11.0,15.0,0.0,0.0,9.0,10.0,2020-04
131,2020-04-29,Selangor,0,1,16,7.0,8.0,0.0,0.0,1.0,13.0,13.0,15.0,40.0,42.0,0.0,0.0,25.0,28.0,2020-04
132,2020-04-29,Terengganu,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2020-04
133,2020-04-29,W.P. Kuala Lumpur,0,8,14,28.0,22.0,0.0,0.0,0.0,6.0,7.0,7.0,33.0,34.0,0.0,0.0,7.0,8.0,2020-04
134,2020-04-29,W.P. Labuan,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04
135,2020-04-30,Johor,3,3,8,2.0,4.0,0.0,0.0,0.0,2.0,5.0,6.0,15.0,17.0,0.0,0.0,8.0,8.0,2020-04
136,2020-04-30,Kedah,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,2020-04
137,2020-04-30,Kelantan,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2020-04
138,2020-04-30,Melaka,2,5,2,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,6.0,0.0,0.0,3.0,2.0,2020-04
139,2020-04-30,Negeri Sembilan,0,5,5,14.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,13.0,12.0,0.0,0.0,1.0,3.0,2020-04
140,2020-04-30,Pahang,0,1,0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,3.0,12.0,10.0,0.0,0.0,4.0,3.0,2020-04
141,2020-04-30,Perak,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,2.0,3.0,2020-04
142,2020-04-30,Perlis,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2020-04
143,2020-04-30,Pulau Pinang,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2020-04
144,2020-04-30,Sabah,0,0,17,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,5.0,0.0,0.0,2.0,2.0,2020-04
145,2020-04-30,Sarawak,0,5,14,7.0,9.0,0.0,0.0,0.0,5.0,6.0,7.0,9.0,13.0,0.0,0.0,9.0,10.0,2020-04
146,2020-04-30,Selangor,13,27,21,7.0,7.0,1.0,0.0,1.0,11.0,13.0,15.0,34.0,42.0,0.0,0.0,24.0,27.0,2020-04
147,2020-04-30,Terengganu,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2020-04
148,2020-04-30,W.P. Kuala Lumpur,7,10,13,26.0,21.0,0.0,0.0,0.0,6.0,7.0,7.0,34.0,34.0,0.0,0.0,7.0,8.0,2020-04
149,2020-04-30,W.P. Labuan,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04
150,2020-05-01,Johor,3,3,16,2.0,4.0,0.0,0.0,0.0,2.0,5.0,6.0,16.0,16.0,0.0,0.0,8.0,8.0,2020-05
151,2020-05-01,Kedah,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2020-05
152,2020-05-01,Kelantan,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2020-05
153,2020-05-01,Melaka,0,0,0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,0.0,0.0,2.0,2.0,2020-05
154,2020-05-01,Negeri Sembilan,0,0,1,12.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,15.0,13.0,0.0,0.0,1.0,2.0,2020-05
155,2020-05-01,Pahang,0,3,0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,11.0,10.0,0.0,0.0,4.0,3.0,2020-05
156,2020-05-01,Perak,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,3.0,2020-05
157,2020-05-01,Perlis,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2020-05
158,2020-05-01,Pulau Pinang,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2020-05
159,2020-05-01,Sabah,0,0,19,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,6.0,0.0,0.0,2.0,2.0,2020-05
160,2020-05-01,Sarawak,1,3,0,7.0,9.0,0.0,0.0,0.0,4.0,6.0,6.0,11.0,13.0,0.0,0.0,8.0,9.0,2020-05
161,2020-05-01,Selangor,4,24,0,9.0,8.0,0.0,0.0,0.0,12.0,13.0,14.0,31.0,38.0,0.0,0.0,23.0,27.0,2020-05
162,2020-05-01,Terengganu,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2020-05
163,2020-05-01,W.P. Kuala Lumpur,0,32,0,24.0,19.0,0.0,0.0,0.0,3.0,7.0,7.0,36.0,33.0,0.0,0.0,6.0,8.0,2020-05
164,2020-05-01,W.P. Labuan,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-05
165,2020-05-02,Johor,1,1,11,2.0,3.0,0.0,0.0,0.0,2.0,4.0,5.0,14.0,15.0,0.0,0.0,8.0,8.0,2020-05
